name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,night_range
Up​ เอกมัย​,ภัทรพงษ์พันธ์,Vadhana,13.7396553,100.5893884,Private room,2811,1,0,,0.0,1,358,0,Week 1
The Room Condo Ladprao 32,Chayanisa,Chatu Chak,13.80417313710849,100.5762034299896,Entire home/apt,1600,1,0,,0.0,1,353,0,Week 1
Cozy space for solo traveler,Bas,Phra Nakhon,13.75582867606343,100.50117973966384,Private room,638,1,0,,0.0,6,344,0,Week 1
Sukhumvit Hotel-Deluxe Double B.,Elmer,Khlong Toei,13.713286427877913,100.5935539651123,Private room,2700,1,0,,0.0,28,365,0,Week 1
"4F Deluxe Room 2/3 Beds
By the Station",Mickey,Parthum Wan,13.747444435524423,100.52939622328265,Private room,960,1,0,,0.0,4,354,0,Week 1
sukhumvit 39 EM shopping mall and gym pool,Sophia,Vadhana,13.737643714080248,100.57117629410222,Entire home/apt,1874,15,0,,0.0,39,360,0,Week 3
Premier Suite with Club Benefit,Darisa,Vadhana,13.734540226118654,100.58566658870072,Private room,4114,1,0,,0.0,11,360,0,Week 1
16F129#Gym&Pool&BTS Nana&MRT Sukhumvit&Max4&100m2,Mike,Vadhana,13.746988801543186,100.55538840119516,Entire home/apt,5847,1,0,,0.0,49,52,0,Week 1
Deluxe City View,Chanatta,Bang Kho laen,13.7073795,100.5094485,Private room,5664,1,0,,0.0,1,365,0,Week 1
Studio Room,Sreejesh,Khlong Toei,13.7376873,100.5533109,Private room,1714,1,0,,0.0,3,359,0,Week 1
Sukhumvit Hotel -Deluxe Twin Bed,Elmer,Khlong Toei,13.71332290838108,100.59358078720246,Private room,2300,1,0,,0.0,28,365,0,Week 1
One Bedroom Suite,Sreejesh,Khlong Toei,13.7376873,100.5533109,Private room,2486,1,0,,0.0,3,355,0,Week 1
Sukhumvit Hotel-Exec. City View,Elmer,Khlong Toei,13.713320269258253,100.59359172146388,Private room,2400,1,0,,0.0,28,365,0,Week 1
Sukhumvit Hotel-Standrd Twin Bed,Elmer,Khlong Toei,13.713333331380936,100.59358510984512,Private room,1985,1,0,,0.0,28,365,0,Week 1
Sukhumvit Hotel-Standard DoubleB,Elmer,Khlong Toei,13.713338542880692,100.5935539651123,Private room,2385,1,0,,0.0,28,365,0,Week 1
NEW condo! Fabulous location in Ekkamai!,Valentino,Vadhana,13.733046725592986,100.58617682751222,Entire home/apt,1080,30,0,,0.0,1,324,0,Week 4
Perfect DLX for monthly stay,Atchara,Lat Phrao,13.809126455524126,100.6192041473795,Private room,1600,1,0,,0.0,12,169,0,Week 1
ใจกลางเมืองติดห้างไอคอนสยาม,Noi,Thon buri,13.6965058,100.486226,Entire home/apt,2000,1,1,2022-12-25,1.0,2,361,1,Week 1
Songphra Studio Women's Apt. 2,ISanook Hotel,Bang Rak,13.73477,100.52202,Private room,700,30,0,,0.0,45,326,0,Week 4
Life Condo-Ladprao (Building B),Timmy,Chatu Chak,13.817689658373112,100.56292661864208,Private room,750,30,0,,0.0,1,31,0,Week 4
"曼谷市中心高端公寓/近BTS/游泳池/健身房,近BTS,免费高速WIFI,帕蓬夜市14分钟可达",TTzahome,Sathon,13.7107766,100.5198909,Entire home/apt,1184,1,0,,0.0,5,354,0,Week 1
"曼谷市中心loft公寓/近BTS/游泳池/健身房,近BTS,免费高速WIFI,帕蓬夜市14分钟可达",TTzahome,Sathon,13.7107766,100.5198909,Entire home/apt,1333,1,0,,0.0,5,350,0,Week 1
"曼谷市中心loft公寓/近BTS/游泳池/健身房,近BTS,免费高速WIFI,帕蓬夜市14分钟可达",TTzahome,Sathon,13.7107766,100.5198909,Entire home/apt,1285,1,0,,0.0,5,342,0,Week 1
unit B-Sweet Studio- 2 guests,Oillie,Bangkok Yai,13.743896834771506,100.47616047361922,Entire home/apt,1100,30,0,,0.0,11,365,0,Week 4
Khaosan DD Standard Bangkok,Natha,Phra Nakhon,13.760286981941167,100.49723820810068,Private room,1078,1,0,,0.0,18,362,0,Week 1
"Live like a local, Close to hotspots, Private BR",Smith,Din Daeng,13.769951582214636,100.56386576057432,Private room,606,2,0,,0.0,1,364,0,Week 1
Modern 2 Bedrooms Suite,Krittika,Vadhana,13.73521,100.59848,Entire home/apt,11429,1,0,,0.0,44,365,0,Week 1
Khaosan DD Superior BKK',Natha,Phra Nakhon,13.758008970211437,100.49705769000806,Private room,1112,1,0,,0.0,18,362,0,Week 1
Rich Park Triple Station @ BKK,Tadchon,Suanluang,13.737028595655218,100.64361980990373,Entire home/apt,1490,25,0,,0.0,10,362,0,Week 4
Luxury Executive Studio Suite,Krittika,Vadhana,13.733896703912356,100.59810201970215,Entire home/apt,5729,1,0,,0.0,44,363,0,Week 1
MRT Petchburi- Wow City View,Jason,Huai Khwang,13.7510456,100.5641331,Private room,1912,20,0,,0.0,5,348,0,Week 3
Double pool 1 BR near mrt rama9,Amornsukh,Huai Khwang,13.754347146508165,100.56538312060916,Entire home/apt,1086,30,0,,0.0,16,307,0,Week 4
Happiness Redefined @ The Saint Residences,Tadchon,Chatu Chak,13.80926865718585,100.5589299999729,Entire home/apt,1490,25,0,,0.0,10,362,0,Week 4
1br/Free pool&gym/WIFI-Asok/SukhumvitBTS! 2PP,Lucas,Khlong Toei,13.7348564,100.5579603,Entire home/apt,2514,1,1,2022-12-26,1.0,4,257,1,Week 1
网红50层超豪华空中泳池c健身房Asoke商圈市中心双轨BTS/MRT+Nana/Soicowboy,Ed,Vadhana,13.73792522039405,100.56250688045957,Entire home/apt,2150,1,0,,0.0,13,350,0,Week 1
Puri Condo@MRT Bangkae,Rachita,Bang Khae,13.717828794853132,100.41768573224545,Entire home/apt,760,2,0,,0.0,2,365,0,Week 1
The Resident 28 SQM BTS Onnut,Natha,Khlong Toei,13.706167473004562,100.59670343873934,Entire home/apt,1272,28,0,,0.0,18,337,0,Week 4
21-one9five-大一室一厅无边泳池健身房火车夜市尚泰购物中心可包月,季,Huai Khwang,13.755805069243111,100.56930377882898,Entire home/apt,1200,1,0,,0.0,21,331,0,Week 1
R701/Near New Train Night Market,Chieanchai,Din Daeng,13.770993054797502,100.57167733977978,Entire home/apt,650,30,0,,0.0,22,365,0,Week 4
Monthly rental / 2 bed / Movie Theater / Pool,Antonio,Ratchathewi,13.7594537,100.5355375,Entire home/apt,1600,28,0,,0.0,3,365,0,Week 4
The Residences at Kempinski Hotel,Alex,Parthum Wan,13.73927923947672,100.54446201771498,Entire home/apt,5900,3,0,,0.0,3,350,0,Week 1
Jana & Wora Home 1st room + breakfast,Worakarn,Vadhana,13.741683925117814,100.58911905581922,Private room,539,1,0,,0.0,2,355,0,Week 1
Bangkok Riverfront Oasis | BTS On Nut 12min Walk,Alantam,Suanluang,13.712630169121056,100.63783717255885,Entire home/apt,800,14,0,,0.0,1,336,0,Week 2
超大一居室紧邻夜市，ek试管医院，rca,Leona,Huai Khwang,13.755328758277985,100.57429913887916,Entire home/apt,900,30,0,,0.0,20,331,0,Week 4
Economy room for a solo traveler,Bas,Phra Nakhon,13.75499,100.50225,Private room,681,1,0,,0.0,6,321,0,Week 1
18-RAMA9一室一厅无边泳池健身房火车夜市尚泰包月,季,Ratchathewi,13.754457286648464,100.56286308835068,Entire home/apt,1114,15,0,,0.0,21,304,0,Week 3
"1 Bedroom , 3 mins walk, BTS Thonglor, Sukhumvit",Chonny,Khlong Toei,13.721843604263707,100.57592532071826,Entire home/apt,1719,2,0,,0.0,19,329,0,Week 1
The TempoGrand,ฐิติรัตน์,Chom Thong,13.712920906659797,100.46846129000188,Private room,1200,1,0,,0.0,1,364,0,Week 1
Vibrant Luxe 2 Bedroom | Thong Lor,Ernest,Vadhana,13.73012563348788,100.5863687900737,Entire home/apt,3932,1,3,2022-12-24,3.0,8,349,3,Week 1
Vibrant Luxe 2 Bedroom | Thong Lor,Ernest,Vadhana,13.729879847425655,100.58626936010587,Entire home/apt,4285,28,3,2022-12-28,3.0,8,365,3,Week 4
Standard Private Room for 2  Near BTS,Good One,Bang Rak,13.726509448389589,100.5278232400286,Private room,1014,1,0,,0.0,4,351,0,Week 1
BangkokCBD/FreeAirportPickUp/Stepstotrain/1BR/Wifi,Witchulada,Vadhana,13.737765552546149,100.559652323504,Entire home/apt,1943,5,0,,0.0,2,347,0,Week 1
Unique room with Landmark view,Pongnakorn,Bang Rak,13.727080607552384,100.52580918518066,Private room,1200,2,0,,0.0,3,360,0,Week 1
"Stunning river view, real local",Samart,Bang Sue,13.8125742,100.5209218,Entire home/apt,1200,30,0,,0.0,1,41,0,Week 4
月租特惠！豪华两卧两卫！Ekkamai BTS/The Emporium/曼谷大学/无边泳池/健身房,Noons,Khlong Toei,13.715920696408489,100.58114615501354,Entire home/apt,1588,30,0,,0.0,99,304,0,Week 4
"Very New, 3min BTS Phahonyothin 24, 32sqm 4FL",Nc,Chatu Chak,13.82260213862689,100.5636759863224,Entire home/apt,720,29,0,,0.0,9,333,0,Week 4
The Lovely Asoke  Studio/BTS/MRT/Asoke,Mt,Khlong Toei,13.73788045654869,100.55871694517002,Entire home/apt,1914,1,0,,0.0,25,80,0,Week 1
20-bts thonglo700m swimming pool,Summer,Vadhana,13.720268165953684,100.58510266430488,Entire home/apt,1581,3,0,,0.0,25,362,0,Week 1
Southern Sun Sukhumvit 1br @ BTS,Evan,Bang Na,13.660697684126369,100.60718660251618,Entire home/apt,1086,1,0,,0.0,37,357,0,Week 1
FREE Coworking Space Gym Pool Street Food BTS 650m,Nit,Phra Khanong,13.692113381312137,100.60745076242966,Entire home/apt,1880,1,0,,0.0,1,87,0,Week 1
Private Home for 12-16 Guests 8 Parking,Tadchon,Lat Phrao,13.827958359020922,100.59189518059416,Entire home/apt,17900,2,0,,0.0,10,362,0,Week 1
Private Hotel for 12-16 Guests,Tadchon,Chatu Chak,13.82180948374162,100.56306666999107,Private room,17900,2,0,,0.0,10,362,0,Week 1
Triple Happiness @ The Rich Tripple Station,Tadchon,Suanluang,13.738543194583755,100.64216406410924,Entire home/apt,1490,25,0,,0.0,10,362,0,Week 4
B5 15Luxury Condo in Heart of Bangkok,Susan,Khlong Toei,13.72597,100.5655,Entire home/apt,1742,1,0,,0.0,18,339,0,Week 1
CB's - Cheap Boutique Queen AC Room in Bangkok,Ant,Suanluang,13.730551844752554,100.60641349097892,Private room,380,3,0,,0.0,3,53,0,Week 1
Airy 50sqm - 180° Surrounding Pool - BTS Nana,Ludoping,Vadhana,13.74194779080435,100.55815772639114,Entire home/apt,1500,20,0,,0.0,56,343,0,Week 3
便利*高层公寓房•市区BTS@ONNUT•服务周到*房源可靠,Rui,Vadhana,13.71524,100.59142,Entire home/apt,2000,1,0,,0.0,1,364,0,Week 1
曼谷步行兩分鐘到達BTS onnut 的舒適公寓,韫如,Phra Khanong,13.7047547,100.6020916,Private room,1200,1,0,,0.0,1,361,0,Week 1
2 Bedroom Luxury Eastville CDC,Arisa,Bueng Kum,13.834608445996007,100.64037401665054,Entire home/apt,1600,1,0,,0.0,1,361,0,Week 1
"Cozy 1 bedroom 40 sqm, central",Krittika,Vadhana,13.7356318,100.5678615,Entire home/apt,7589,1,0,,0.0,44,364,0,Week 1
"Cozy 1 bedroom 40 sqm, central",Krittika,Vadhana,13.734753172585522,100.56668238114294,Entire home/apt,7589,1,0,,0.0,44,364,0,Week 1
Grandio Ladprao 3 Bed 3 Bath,Tadchon,Bueng Kum,13.797978671770029,100.65995305595936,Entire home/apt,8900,3,0,,0.0,10,364,0,Week 1
复试-精品店街区/无敌景观/ 網紅餐飲區/文藝區/近日本堂吉訶德领略本土网红餐饮街,Gravity,Vadhana,13.739771,100.5900693,Entire home/apt,1284,30,0,,0.0,2,331,0,Week 4
精品店街区/无敌景观/ 網紅餐飲區/文藝區/近日本堂吉訶德【领略本土网红餐饮街,Gravity,Vadhana,13.739771,100.5900693,Entire home/apt,1219,30,0,,0.0,2,338,0,Week 4
New Life RatchadaMRT Huai Khwang,Sofia,Huai Khwang,13.783057223180078,100.57470346418263,Entire home/apt,1080,28,0,,0.0,5,365,0,Week 4
堂吉可德商场对面高级公寓，顶楼无边游泳池，周边网红餐厅,Iwo,Vadhana,13.7309315,100.5869779,Entire home/apt,1588,1,0,,0.0,23,356,0,Week 1
Spacious Apartment Room - Guest Bedroom,Chad Sean,Khlong Toei,13.73042,100.5697,Private room,1000,1,0,,0.0,1,349,0,Week 1
Nana Sukhumvit 4 Hotel  - 1R/1B/2A,Elmer,Khlong Toei,13.73446337076741,100.55322008112536,Private room,1800,1,0,,0.0,28,365,0,Week 1
sukhumvit 39 Luxury 1 bedroom living room,Sophia,Vadhana,13.736113692552312,100.57069676012046,Entire home/apt,1800,15,0,,0.0,39,359,0,Week 3
house garden with 420 mj time,Nuttawat,Thon buri,13.731464458195576,100.48805918219968,Entire home/apt,2226,1,0,,0.0,1,173,0,Week 1
Bangkok BTS Onnut4min New Brand,Ahhkawpun,Phra Khanong,13.7012,100.60143,Entire home/apt,965,2,0,,0.0,6,357,0,Week 1
iSanook Suite 34 sqm 7,ISanook Hotel,Bang Rak,13.733587775749088,100.52242935376408,Private room,1900,30,0,,0.0,45,330,0,Week 4
13-life asoke hyde-曼谷市中心辉煌区拉玛9全新两房火车夜市,季,Ratchathewi,13.755377420314652,100.56248052419686,Entire home/apt,1971,30,0,,0.0,21,334,0,Week 4
Bed and Bath Studio,Yair,Suanluang,13.722195327503863,100.61588671686356,Entire home/apt,1400,1,0,,0.0,8,364,0,Week 1
1 bed/Infinity pool/RCA/Central Rama9/Jodds Fair,Yang,Ratchathewi,13.753731123139008,100.56226681072172,Entire home/apt,1218,3,0,,0.0,4,359,0,Week 1
"Siam Plaengna-Napee9 Room, Chatuchak",Siamplaengna,Chatu Chak,13.798902607357102,100.56416580737228,Private room,950,2,0,,0.0,13,349,0,Week 1
1 bed/Infinity pool/RCA/Central Rama9/Jodds Fair,Yang,Ratchathewi,13.7541882,100.5632693,Entire home/apt,1218,3,0,,0.0,4,359,0,Week 1
5days!New!Bang Phlat MRT 600m/swiming pool/gym,Curry,Bang Phlat,13.7889383,100.5035996,Entire home/apt,3822,5,0,,0.0,228,311,0,Week 1
2 Beds Thong lor/Ekkamai/Nana/Swimming pool,Yang,Khlong Toei,13.7226686,100.5768625,Entire home/apt,2304,1,0,,0.0,4,356,0,Week 1
Stunning boutique condo in BKK,Igor,Ratchathewi,13.754690894038628,100.56242894593169,Entire home/apt,2200,14,0,,0.0,1,359,0,Week 2
Songphra Studio Women's Apt. 1,ISanook Hotel,Bang Rak,13.73305,100.52283,Private room,700,30,0,,0.0,45,331,0,Week 4
Luxurious Studio-Condo-Room BKK,Thomas,Phasi Charoen,13.71414116421827,100.4316696889858,Private room,900,1,0,,0.0,2,365,0,Week 1
"Newly-Private-Cozy Room, Formosa Ratchayothin-BKK",Sirote,Chatu Chak,13.823682733139515,100.57062056521552,Private room,850,28,0,,0.0,5,180,0,Week 4
Lovely one bedroom Sukhumvit*Emquatier*BTS*Bars,Korawin,Vadhana,13.736252648581502,100.56768726557492,Entire home/apt,1920,1,0,,0.0,2,360,0,Week 1
Lovely one bedroom Sukhumvit*Emquartier*BTS*Barss,Korawin,Vadhana,13.736210635220118,100.56770369410516,Entire home/apt,1920,1,0,,0.0,2,323,0,Week 1
Two Bedroom Suite,Sreejesh,Khlong Toei,13.738599947400733,100.55250898850908,Private room,3171,1,0,,0.0,3,355,0,Week 1
Sukhumvit4 Near Nana Plaza Hotel,Elmer,Khlong Toei,13.74012782037055,100.5534647431778,Private room,1090,1,0,,0.0,28,359,0,Week 1
182 Bab Suan,P M,Min Buri,13.7988113,100.7419161,Entire home/apt,3531,1,0,,0.0,3,364,0,Week 1
Warm & Comfy Scandinavian Living,Tanny,Yan na wa,13.706181715881335,100.536220268873,Entire home/apt,2133,5,0,,0.0,5,172,0,Week 1
พร้อมอยู่ สะอาด สงบ,Nacharot,Vadhana,13.7338304893224,100.58399275675193,Private room,972,1,0,,0.0,1,355,0,Week 1
Stunning river view in the heart of BKK 5min/train,Alex,Bang Rak,13.719791951105998,100.51590964033664,Entire home/apt,3304,2,2,2022-12-28,2.0,3,342,2,Week 1
Q House Sathorn Near BTS  5 min,Paniti,Khlong San,13.7213995653978,100.50149333967283,Entire home/apt,1200,28,0,,0.0,2,365,0,Week 4
市中心现代两房,Aidan,Ratchathewi,13.750810880914354,100.5566001511574,Entire home/apt,1548,30,0,,0.0,20,361,0,Week 4
曼谷市中心豪华公寓 40层+高层城市景观 MRT600米,Eva,Ratchathewi,13.7507526,100.5562969,Entire home/apt,2926,1,0,,0.0,3,355,0,Week 1
20 曼谷高端公寓gymwifi 超大泳池Terminal21,Moon,Bang Kho laen,13.7005999,100.5164468,Entire home/apt,835,28,0,,0.0,20,309,0,Week 4
Nana Sukhumvit Hotel - 1R/1B/2A,Elmer,Khlong Toei,13.73446384484916,100.55322080489348,Private room,1800,1,0,,0.0,28,365,0,Week 1
T6 32FLuxury Condo 2bedrooms  Park24,Sophia,Khlong Toei,13.72614,100.56675,Entire home/apt,3600,1,0,,0.0,39,353,0,Week 1
Cozy Studio in Old Bangkok,Tapatt,Bangkok Noi,13.766455,100.4736237,Private room,1320,1,0,,0.0,5,365,0,Week 1
Cozy 1BR 20th floor Asok/BTS/MRT With lovely pool,Jay,Vadhana,13.737152083154616,100.56376551686724,Entire home/apt,2055,3,0,,0.0,7,167,0,Week 1
supremesky pool@chitlom,Miu Miu,Ratchathewi,13.750080275759396,100.54022877785462,Entire home/apt,2343,29,0,,0.0,23,328,0,Week 4
"50m MRT, Big C, 1 BR condo with Sauna, Pool & Gym",Kotcharat,Bang Sue,13.8285052,100.5274332,Entire home/apt,560,12,0,,0.0,8,363,0,Week 2
1BR Skyline View. Pool gym sauna,Ana Elena,Khlong Toei,13.709974443829031,100.5932260822827,Entire home/apt,1444,1,0,,0.0,1,24,0,Week 1
Boutique room near Khaosarn Road,Kiattisak,Phra Nakhon,13.756072852750156,100.50186254418028,Private room,1500,1,0,,0.0,53,365,0,Week 1
Loft Bangkok view Balcony Room,Mallika,Phaya Thai,13.772541433163024,100.53389295731824,Private room,1200,1,0,,0.0,12,363,0,Week 1
- Hyde Sukhumvit 11 - Elegant Design - BTS NANA,Terry,Vadhana,13.743952095044914,100.55594797685735,Entire home/apt,1786,5,0,,0.0,28,174,0,Week 1
CityCenter_2Bedrooms_Fastwifi_BigPool-Gym_Sauna,Max,Khlong Toei,13.71742881621802,100.57630084455012,Entire home/apt,2400,3,0,,0.0,8,72,0,Week 1
-Hyde Sukhumvit 11 -High Floor Super View Airy 2BR,Terry,Vadhana,13.74391152815507,100.5567389121458,Entire home/apt,3829,5,0,,0.0,28,169,0,Week 1
Thong Lor/Soi Saen Sabia,Mauricio,Khlong Toei,13.717769694059797,100.57533228327246,Entire home/apt,1540,1,0,,0.0,3,356,0,Week 1
高空花园健身房泳池桑拿豪华公寓＋市中双轨BTSMRT＋Asok NanaSoicowboy,Ed,Vadhana,13.743039882991516,100.55846162646488,Entire home/apt,1950,1,0,,0.0,13,361,0,Week 1
Pratunam Platinum near Hostel 1R,Elmer,Ratchathewi,13.753360878040755,100.53734700555724,Private room,700,1,0,,0.0,28,365,0,Week 1
Pratunam Platinum Hostel 2Room,Elmer,Ratchathewi,13.75335566743059,100.5373738276474,Private room,1099,1,0,,0.0,28,365,0,Week 1
Pratunam Platinum Hostel 1R D'bl,Elmer,Ratchathewi,13.753345246209898,100.53736846322936,Private room,1099,1,0,,0.0,28,365,0,Week 1
曼谷市中心loft公寓/近BTS，毗邻曼谷河滨！美食街 帕蓬夜市14分钟可达/WIFI/游泳池免费,MeetU,Sathon,13.7107766,100.5198909,Entire home/apt,1532,1,0,,0.0,6,344,0,Week 1
Bkk/BTS Surasak/温馨loft公寓5/免费泳池/健身房/WIFI/免费停车,Hoha,Sathon,13.7096037,100.5207065,Entire home/apt,1532,1,0,,0.0,7,344,0,Week 1
"50m MRT, Big C, 1 BR condo with Sauna, Pool & Gym",Kotcharat,Bang Sue,13.82963,100.52789,Entire home/apt,560,12,0,,0.0,8,302,0,Week 2
Jana & Wora home 2nd room + breakfast,Worakarn,Vadhana,13.742174294228253,100.58672632622044,Private room,550,1,0,,0.0,2,356,0,Week 1
1 Bed in Mix Dormitory Room,Rachan,Vadhana,13.740202126651743,100.55631776215225,Shared room,455,1,0,,0.0,14,365,0,Week 1
6 Beds in Mix Dormitory Room,Rachan,Vadhana,13.7401681,100.5563205,Shared room,2700,1,0,,0.0,14,365,0,Week 1
3 Beds in Mix Dormitory Room,Rachan,Vadhana,13.7401681,100.5563205,Shared room,1365,1,0,,0.0,14,365,0,Week 1
2 Beds in Mix Dormitory Room,Rachan,Vadhana,13.7401681,100.5563205,Shared room,910,1,0,,0.0,14,365,0,Week 1
4 Beds in Mix Dormitory Room,Rachan,Vadhana,13.7401681,100.5563205,Shared room,1821,1,0,,0.0,14,365,0,Week 1
5 Beds in Mix Dormitory Room,Rachan,Vadhana,13.7401681,100.5563205,Shared room,2276,1,0,,0.0,14,365,0,Week 1
1 Bed in Mix Dormitory Room,Rachan,Vadhana,13.7401681,100.5563205,Shared room,455,1,0,,0.0,14,365,0,Week 1
Family Room for 4 People,Rachan,Vadhana,13.7401681,100.5563205,Private room,2237,1,0,,0.0,14,360,0,Week 1
Cozy place in Ari residence area,Pui,Phaya Thai,13.77991247551534,100.55099311549044,Private room,720,1,0,,0.0,5,363,0,Week 1
Family Room for 4 People,Rachan,Vadhana,13.7401681,100.5563205,Private room,2237,1,0,,0.0,14,360,0,Week 1
Spacious Place at Pratunam,Saruta,Ratchathewi,13.754217454075812,100.53848905284352,Private room,640,1,0,,0.0,4,365,0,Week 1
iSanook Suite 34 sqm 8,ISanook Hotel,Bang Rak,13.733555341877429,100.52239359042863,Private room,1900,30,0,,0.0,45,363,0,Week 4
SuperHost Studio Sukhumvit BTS Nana 5min 200M Wifi,Rekha,Khlong Toei,13.73738,100.55418,Entire home/apt,2271,1,0,,0.0,3,344,0,Week 1
*Best Pool View*5 Min​ Walk to MRT*Wifi*Washmacine,Durian,Huai Khwang,13.7904929,100.5750486,Entire home/apt,1442,2,0,,0.0,4,90,0,Week 1
Spacious Pratunam Hotel,Saruta,Ratchathewi,13.75471,100.54016,Private room,640,1,0,,0.0,4,362,0,Week 1
Spacious Stay at Pratunam,Saruta,Ratchathewi,13.75421,100.54058,Private room,640,1,0,,0.0,4,365,0,Week 1
Comfortable Stay in Pratunam,Saruta,Ratchathewi,13.755,100.53853,Private room,640,1,0,,0.0,4,365,0,Week 1
Ratchada Condo next To MRT,Alex,Huai Khwang,13.763732238261072,100.56945514180298,Entire home/apt,2100,28,0,,0.0,2,332,0,Week 4
Sukhumvit Condo Next to BTS,Alex,Bang Na,13.665395,100.6039511,Entire home/apt,1400,28,0,,0.0,2,364,0,Week 4
Euro LuxuryHotel PratunamMKt TwinBedNrShopingArea,Phakhamon,Ratchathewi,13.752630778411042,100.53884258323896,Private room,1214,1,0,,0.0,14,365,0,Week 1
1 Bed for 1 person Close to Chatuchak market BTS,Chutinun,Chatu Chak,13.797467132420897,100.56055038697288,Private room,499,5,0,,0.0,3,365,0,Week 1
Euro LuxuryHotel PratunamMKt TripleBdNrShopingArea,Phakhamon,Ratchathewi,13.754420951385896,100.538841595088,Private room,1529,1,0,,0.0,14,363,0,Week 1
Euro LuxuryHotel PratunamMKt TripleBdNrShopingArea,Phakhamon,Ratchathewi,13.754132680029675,100.53995663544212,Private room,1529,1,0,,0.0,14,365,0,Week 1
Euro LuxuryHotel PratunamMKt TripleBdNrShopingArea,Phakhamon,Ratchathewi,13.754496319121168,100.540597399424,Private room,1443,1,0,,0.0,14,365,0,Week 1
Euro LuxuryHotel PratunamMKt TripleBdNrShopingArea,Phakhamon,Ratchathewi,13.754723847515008,100.53963796515836,Private room,1443,1,0,,0.0,14,365,0,Week 1
Family Room for 8 People,Rachan,Vadhana,13.740187867532637,100.5562911162376,Private room,2700,1,0,,0.0,14,365,0,Week 1
Euro LuxuryHotel PratunamMKt TripleBdNrShopingArea,Phakhamon,Ratchathewi,13.752903550197606,100.54038134488472,Private room,1400,1,0,,0.0,14,357,0,Week 1
素坤逸核心两房公寓42楼，靠近BTSon nut/无边天际泳池观赏曼谷夜景/出门当地美食街,Renee,Pra Wet,13.715132488668097,100.65345836850044,Private room,2298,28,0,,0.0,1,362,0,Week 4
Euro LuxuryHotel PratunamMKt TripleBdNrShopingArea,Phakhamon,Ratchathewi,13.753052179856532,100.53873793615526,Private room,1429,1,0,,0.0,14,365,0,Week 1
Euro LuxuryHotel PratunamMKt TwinBedNrShopingArea,Phakhamon,Ratchathewi,13.753169465051856,100.53870002416689,Private room,1214,1,0,,0.0,14,365,0,Week 1
Euro LuxuryHotel PratunamMKt TwinBedNrShopingArea,Phakhamon,Ratchathewi,13.754788688549857,100.5387573223578,Private room,1214,1,0,,0.0,14,365,0,Week 1
